,time,code,open,close,low,high,volume,money,factor,high_limit,low_limit,avg,pre_close,paused,vwap
56,2020-03-30,300750.XSHE,116.22,119.54,110.91,120.87,26115006.0,3010412506.63,1.001935,130.83,107.05,115.28,118.94,0.0,115.27519873554692
57,2020-03-31,300750.XSHE,120.5,120.62,118.09,123.37,19447561.0,2350421157.94,1.001935,131.49,107.59,120.86,119.54,0.0,120.85943105873277
58,2020-04-01,300750.XSHE,123.34,120.63,119.31,125.8,29837353.0,3664714147.46,1.001935,132.69,108.56,122.82,120.62,0.0,122.82303150215772
59,2020-04-02,300750.XSHE,117.73,123.84,116.94,123.84,20918359.0,2523168230.16,1.001935,132.7,108.57,120.62,120.63,0.0,120.6197976695973
60,2020-04-03,300750.XSHE,124.89,121.23,120.03,125.24,18185227.0,2225897354.02,1.001935,136.22,111.46,122.4,123.84,0.0,122.40140604348794
61,2020-04-07,300750.XSHE,123.84,124.94,123.26,126.33,18337406.0,2284706364.59,1.001935,133.36,109.11,124.59,121.23,0.0,124.59266946426338
62,2020-04-08,300750.XSHE,124.14,123.24,122.84,125.73,11923900.0,1479285370.18,1.001935,137.44,112.45,124.06,124.94,0.0,124.0605313848657
63,2020-04-09,300750.XSHE,124.22,120.44,120.04,124.72,16021776.0,1944405072.93,1.001935,135.56,110.91,121.36,123.24,0.0,121.3601458995557
64,2020-04-10,300750.XSHE,121.38,118.69,118.16,123.31,14541416.0,1748457124.11,1.001935,132.49,108.4,120.25,120.44,0.0,120.23981186632717
65,2020-04-13,300750.XSHE,115.12,114.91,113.3,117.22,12434076.0,1432291941.7,1.001935,130.56,106.82,115.19,118.69,0.0,115.19086273077308
66,2020-04-14,300750.XSHE,118.23,126.4,117.73,126.4,38818759.0,4803638073.83,1.001935,126.4,103.42,123.74,114.91,0.0,123.74527670578031
67,2020-04-15,300750.XSHE,130.05,128.25,127.48,132.15,32501601.0,4226641423.33,1.001935,139.05,113.76,130.04,126.4,0.0,130.04409916083827
68,2020-04-16,300750.XSHE,128.52,133.21,127.07,133.97,21596321.0,2835377036.98,1.001935,141.07,115.42,131.29,128.25,0.0,131.28981723229617
69,2020-04-17,300750.XSHE,136.34,137.21,135.36,140.85,29195688.0,4024198915.36,1.001935,146.53,119.89,137.84,133.21,0.0,137.83538566928104
70,2020-04-20,300750.XSHE,136.66,134.77,132.14,137.01,18664118.0,2507578389.91,1.001935,150.94,123.5,134.35,137.21,0.0,134.35290057156732
71,2020-04-21,300750.XSHE,132.25,130.77,127.25,133.12,19354295.0,2519303194.69,1.001935,148.25,121.29,130.17,134.77,0.0,130.16765501869224
72,2020-04-22,300750.XSHE,127.58,131.1,127.55,132.56,14658521.0,1904011483.11,1.001935,143.85,117.7,129.89,130.77,0.0,129.89110450570013
73,2020-04-23,300750.XSHE,133.16,130.15,128.85,133.16,12513643.0,1635621701.89,1.001935,144.22,118.0,130.71,131.1,0.0,130.70707721884028
74,2020-04-24,300750.XSHE,130.25,131.94,130.25,136.26,16958833.0,2263542699.21,1.001935,143.17,117.14,133.47,130.15,0.0,133.47278667170082
75,2020-04-27,300750.XSHE,133.28,134.17,132.34,136.26,14337710.0,1933994988.8,1.001935,145.14,118.75,134.89,131.94,0.0,134.8886948334148
76,2020-04-28,300750.XSHE,137.27,138.57,131.87,140.37,22647832.0,3115997363.13,1.001935,147.59,120.75,137.58,134.17,0.0,137.5847967756914
77,2020-04-29,300750.XSHE,136.39,138.99,136.27,140.46,11931321.0,1659513004.42,1.001935,152.42,124.71,139.09,138.57,0.0,139.08879028734538
78,2020-04-30,300750.XSHE,144.28,144.66,144.28,148.8,23293448.0,3409837973.13,1.001935,152.89,125.09,146.39,138.99,0.0,146.38614142182814
79,2020-05-06,300750.XSHE,139.27,146.07,139.02,147.08,19109414.0,2769607852.49,1.001935,159.13,130.19,144.93,144.66,0.0,144.93421161371037
80,2020-05-07,300750.XSHE,146.58,143.48,141.27,147.48,16047628.0,2302059541.33,1.001935,160.68,131.46,143.45,146.07,0.0,143.4517014807422
81,2020-05-08,300750.XSHE,143.28,144.36,141.16,145.5,14106584.0,2024998124.84,1.001935,157.82,129.13,143.55,143.48,0.0,143.54985762960047
82,2020-05-11,300750.XSHE,144.48,137.89,135.32,146.26,28481320.0,3959234289.15,1.001935,158.8,129.92,139.01,144.36,0.0,139.011614951484
83,2020-05-12,300750.XSHE,139.33,139.27,135.99,140.15,15996706.0,2208624438.51,1.001935,151.67,124.1,138.07,137.89,0.0,138.0674520435645
84,2020-05-13,300750.XSHE,137.6,138.53,137.14,139.92,12130769.0,1678255895.36,1.001935,153.2,125.34,138.35,139.27,0.0,138.34703268688077
85,2020-05-14,300750.XSHE,138.12,135.86,135.76,138.52,11411407.0,1560698259.49,1.001935,152.38,124.67,136.77,138.53,0.0,136.7665056105702
86,2020-05-15,300750.XSHE,140.21,145.76,139.23,147.98,32149908.0,4605864489.38,1.001935,149.45,122.28,143.26,135.86,0.0,143.26213590968908
87,2020-05-18,300750.XSHE,145.28,142.08,139.96,145.28,16057864.0,2287442333.56,1.001935,160.34,131.18,142.45,145.76,0.0,142.44997551106422
88,2020-05-19,300750.XSHE,143.48,143.54,142.8,146.08,10405049.0,1499320586.04,1.001935,156.29,127.88,144.1,142.08,0.0,144.09548537830048
89,2020-05-20,300750.XSHE,150.29,149.59,149.3,155.7,32905607.0,5027432242.27,1.001935,157.89,129.18,152.78,143.54,0.0,152.7834524453538
90,2020-05-21,300750.XSHE,152.1,147.75,146.86,153.85,15457696.0,2328717775.5,1.001935,164.55,134.63,150.65,149.59,0.0,150.65102687360394
91,2020-05-22,300750.XSHE,146.9,143.09,141.27,147.14,14788679.0,2127136883.11,1.001935,162.52,132.97,143.84,147.75,0.0,143.83548950585782
92,2020-05-25,300750.XSHE,142.96,144.58,140.82,144.69,10358162.0,1482241104.43,1.001935,157.39,128.78,143.1,143.09,0.0,143.0988532936635
93,2020-05-26,300750.XSHE,146.05,150.32,145.48,150.7,17452760.0,2596292602.28,1.001935,159.04,130.12,148.76,144.58,0.0,148.76114736465752
94,2020-05-27,300750.XSHE,150.25,151.79,150.19,155.3,18069952.0,2763780108.47,1.001935,165.35,135.29,152.95,150.32,0.0,152.94894576753717
95,2020-05-28,300750.XSHE,150.28,148.13,143.78,151.19,17391057.0,2553996974.35,1.001935,166.97,136.61,146.86,151.79,0.0,146.85691469759428
96,2020-05-29,300750.XSHE,147.28,145.81,144.78,148.12,14115478.0,2060033605.24,1.001935,162.93,133.32,145.94,148.13,0.0,145.9414697284782
97,2020-06-01,300750.XSHE,147.76,151.24,146.64,153.33,15147252.0,2284037537.37,1.001935,160.39,131.23,150.79,145.81,0.0,150.78890463894044
98,2020-06-02,300750.XSHE,154.3,149.75,147.26,155.19,13676564.0,2055312032.79,1.001935,166.37,136.12,150.28,151.24,0.0,150.27985338934545
99,2020-06-03,300750.XSHE,150.29,148.79,148.1,151.41,11341586.0,1693882301.33,1.001935,164.73,134.77,149.35,149.75,0.0,149.3514488476303
100,2020-06-04,300750.XSHE,150.31,150.51,149.11,154.66,13710479.0,2082248431.57,1.003422,163.67,133.91,151.87,148.79,0.0,151.8727705698685
101,2020-06-05,300750.XSHE,150.06,151.72,147.76,151.87,9829065.0,1475831340.87,1.003422,165.56,135.46,150.15,150.51,0.0,150.14971829670472
102,2020-06-08,300750.XSHE,154.27,151.92,150.97,155.08,10524365.0,1605995418.59,1.003422,166.89,136.55,152.6,151.72,0.0,152.5978449616675
103,2020-06-09,300750.XSHE,155.03,154.49,153.62,156.5,15018532.0,2325730459.86,1.003422,167.11,136.73,154.86,151.92,0.0,154.8573761976204
104,2020-06-10,300750.XSHE,160.45,157.22,154.03,160.45,19753420.0,3097487314.6,1.003422,169.94,139.03,156.81,154.49,0.0,156.8076472124827
105,2020-06-11,300750.XSHE,160.55,164.54,158.67,170.66,36692148.0,6056179350.39,1.003422,172.94,141.49,165.05,157.22,0.0,165.05382433293357
106,2020-06-12,300750.XSHE,160.73,159.85,159.42,163.06,25158459.0,4038133987.39,1.003422,181.0,148.09,160.51,164.54,0.0,160.5080019960682
107,2020-06-15,300750.XSHE,156.76,158.24,156.04,161.81,15890867.0,2526289032.82,1.003422,175.83,143.86,158.98,159.85,0.0,158.9774197229138
108,2020-06-16,300750.XSHE,161.55,160.55,158.55,163.84,13084964.0,2107390563.22,1.003422,174.06,142.42,161.05,158.24,0.0,161.0543646295091
109,2020-06-17,300750.XSHE,159.58,158.34,156.54,161.05,12486406.0,1973464261.58,1.003422,176.6,144.49,158.05,160.55,0.0,158.04902239923962
110,2020-06-18,300750.XSHE,158.34,159.49,156.53,160.12,9623283.0,1526258395.54,1.003422,174.17,142.51,158.6,158.34,0.0,158.60059353341265
111,2020-06-19,300750.XSHE,160.53,166.47,159.69,169.38,24934003.0,4137793351.67,1.003422,175.45,143.55,165.95,159.49,0.0,165.94982168206204
112,2020-06-22,300750.XSHE,166.32,165.56,165.06,171.89,18976289.0,3191062036.87,1.003422,183.11,149.82,168.16,166.47,0.0,168.16048895914264
113,2020-06-23,300750.XSHE,166.57,169.47,164.08,169.71,15893120.0,2662217150.98,1.003422,182.12,149.01,167.51,165.56,0.0,167.50752218444208
114,2020-06-24,300750.XSHE,171.1,172.09,169.88,174.17,14610410.0,2515400581.42,1.003422,186.42,152.52,172.17,169.47,0.0,172.1649550847649
115,2020-06-29,300750.XSHE,171.08,171.63,169.59,173.09,11564475.0,1980641413.04,1.003422,189.3,154.88,171.27,172.09,0.0,171.26946212776627
116,2020-06-30,300750.XSHE,173.59,174.96,173.59,180.08,16196010.0,2849476587.99,1.003422,188.78,154.47,175.94,171.63,0.0,175.93694916155275
117,2020-07-01,300750.XSHE,179.11,169.98,168.45,182.52,28559747.0,4991087872.76,1.003422,192.46,157.46,174.76,174.96,0.0,174.75952685295147
118,2020-07-02,300750.XSHE,172.59,167.77,165.07,172.77,26955721.0,4535545521.62,1.003422,186.98,152.98,168.26,169.98,0.0,168.25910616970697
119,2020-07-03,300750.XSHE,170.58,168.17,167.6,171.32,23944509.0,4054240060.76,1.003422,184.55,150.99,169.32,167.77,0.0,169.3181539350003
120,2020-07-06,300750.XSHE,168.78,178.41,168.16,180.62,30610519.0,5324573165.34,1.003422,184.99,151.36,173.95,168.17,0.0,173.94586368627074
121,2020-07-07,300750.XSHE,188.64,196.25,188.14,196.25,25273936.0,4915716571.73,1.003422,196.25,160.57,194.5,178.41,0.0,194.4974685276563
122,2020-07-08,300750.XSHE,198.67,198.25,190.63,199.5,28790515.0,5645451323.93,1.003422,215.88,176.62,196.09,196.25,0.0,196.0871948254486
123,2020-07-09,300750.XSHE,197.67,205.72,196.67,207.48,27808392.0,5622121400.97,1.003422,218.07,178.42,202.17,198.25,0.0,202.1735525365868
124,2020-07-10,300750.XSHE,203.67,204.6,201.29,207.87,16771939.0,3436550911.7,1.003422,226.29,185.15,204.9,205.72,0.0,204.89884393808015
125,2020-07-13,300750.XSHE,212.32,224.88,212.32,225.06,30223454.0,6609862260.42,1.003422,225.06,184.14,218.7,204.6,0.0,218.69976411101126
126,2020-07-14,300750.XSHE,214.73,216.69,209.57,221.46,33215961.0,7129824248.0,1.003422,247.36,202.39,214.65,224.88,0.0,214.65054851190365
127,2020-07-15,300750.XSHE,219.75,207.74,202.8,221.32,27341498.0,5785551114.4,1.003422,238.36,195.03,211.6,216.69,0.0,211.6032967323151
128,2020-07-16,300750.XSHE,208.71,197.44,197.07,213.61,27162020.0,5596500616.35,1.003422,228.51,186.97,206.04,207.74,0.0,206.04139958478788
129,2020-07-17,300750.XSHE,197.68,196.37,188.72,201.87,30274990.0,5903627257.05,1.003422,217.19,177.7,195.0,197.44,0.0,195.000138961235
130,2020-07-20,300750.XSHE,204.79,206.0,199.77,211.83,28901009.0,5919664189.96,1.003422,216.01,176.73,204.83,196.37,0.0,204.82551975815102
131,2020-07-21,300750.XSHE,210.71,207.71,203.69,210.71,18592967.0,3855792321.1,1.003422,226.6,185.4,207.38,206.0,0.0,207.37907624425944
132,2020-07-22,300750.XSHE,205.7,208.6,203.72,211.91,19100417.0,3992449598.59,1.003422,228.48,186.94,209.02,207.71,0.0,209.0242112824029
133,2020-07-23,300750.XSHE,207.71,214.23,206.7,216.25,25502684.0,5395410864.95,1.003422,229.46,187.74,211.56,208.6,0.0,211.56247181473134
134,2020-07-24,300750.XSHE,209.72,199.36,196.52,210.62,34281004.0,6943402672.18,1.003422,235.65,192.81,202.54,214.23,0.0,202.54373740570728
135,2020-07-27,300750.XSHE,198.68,191.95,190.64,201.67,25069792.0,4870628815.6,1.003422,219.3,179.42,194.28,199.36,0.0,194.28277728032208
136,2020-07-28,300750.XSHE,196.72,198.2,196.18,201.19,20080275.0,3988264848.14,1.003422,211.15,172.76,198.62,191.95,0.0,198.6160472473609
137,2020-07-29,300750.XSHE,198.2,204.88,195.94,205.7,18933792.0,3844683433.85,1.003422,218.01,178.38,203.06,198.2,0.0,203.05934668818585
138,2020-07-30,300750.XSHE,205.7,206.05,203.09,207.69,14304123.0,2944644012.9,1.003422,225.37,184.39,205.86,204.88,0.0,205.8598078959472
139,2020-07-31,300750.XSHE,206.7,212.9,206.2,216.04,20634369.0,4378422256.04,1.003422,226.66,185.45,212.19,206.05,0.0,212.19075107360928
140,2020-08-03,300750.XSHE,214.61,216.34,210.77,216.54,15054616.0,3216865097.64,1.003422,234.19,191.6,213.68,212.9,0.0,213.67965132023292
141,2020-08-04,300750.XSHE,215.03,211.41,211.04,223.74,19889998.0,4309494880.36,1.003422,237.97,194.7,216.67,216.34,0.0,216.66643105544804
142,2020-08-05,300750.XSHE,211.46,211.07,207.26,213.53,12686646.0,2664523682.85,1.003422,232.55,190.27,210.03,211.41,0.0,210.02585575809397
143,2020-08-06,300750.XSHE,217.62,212.22,208.71,218.63,14516014.0,3082282259.6,1.003422,232.18,189.97,212.34,211.07,0.0,212.33668275602378
144,2020-08-07,300750.XSHE,209.72,204.99,202.8,215.03,17993672.0,3733669851.51,1.003422,233.45,191.0,207.5,212.22,0.0,207.49905030557412
145,2020-08-10,300750.XSHE,204.9,201.37,198.76,206.0,13034141.0,2629646475.41,1.003422,225.49,184.49,201.75,204.99,0.0,201.7506543323415
146,2020-08-11,300750.XSHE,201.44,199.1,198.81,205.3,12191494.0,2468198212.59,1.003422,221.51,181.23,202.45,201.37,0.0,202.4524814259844
147,2020-08-12,300750.XSHE,200.58,196.4,188.84,200.95,25186553.0,4855191798.76,1.003422,219.01,179.19,192.77,199.1,0.0,192.7692050103085
148,2020-08-13,300750.XSHE,201.49,196.66,195.14,202.67,13016667.0,2581164116.91,1.003422,216.04,176.76,198.3,196.4,0.0,198.29685409559912
149,2020-08-14,300750.XSHE,198.38,201.06,196.66,201.14,11929180.0,2373752130.69,1.003422,216.33,176.99,198.99,196.66,0.0,198.98703269545769
150,2020-08-17,300750.XSHE,200.68,197.29,194.86,201.06,19640201.0,3866925434.64,1.003422,221.16,180.95,196.89,201.06,0.0,196.8882820822455
151,2020-08-18,300750.XSHE,200.28,199.96,196.55,205.7,22046953.0,4415130040.55,1.003422,217.02,177.57,200.26,197.29,0.0,200.26032806211362
152,2020-08-19,300750.XSHE,198.48,190.84,190.65,198.48,18650857.0,3610137183.17,1.003422,219.96,179.96,193.56,199.96,0.0,193.5641447023051
153,2020-08-20,300750.XSHE,187.64,189.06,185.63,191.65,12975735.0,2444311254.49,1.003422,209.93,171.76,188.38,190.84,0.0,188.37555286771808
154,2020-08-21,300750.XSHE,192.01,192.89,190.65,194.6,14605293.0,2815939720.4,1.003422,207.97,170.16,192.8,189.06,0.0,192.80268601252985
155,2020-08-24,300750.XSHE,194.86,202.7,192.9,208.71,25718974.0,5156579057.63,1.003422,231.47,154.31,200.5,192.89,0.0,200.4970749466911
156,2020-08-25,300750.XSHE,202.7,200.6,199.64,206.7,14499455.0,2935647680.18,1.003422,243.24,162.16,202.47,202.7,0.0,202.46607063368933
157,2020-08-26,300750.XSHE,199.69,195.07,193.6,200.66,15188284.0,2985718224.08,1.003422,240.72,160.49,196.58,200.6,0.0,196.5803525980947
158,2020-08-27,300750.XSHE,203.19,205.65,199.68,209.21,28300926.0,5799779573.06,1.003422,234.08,156.05,204.93,195.07,0.0,204.93250196336334
159,2020-08-28,300750.XSHE,207.03,209.01,204.38,210.22,16909259.0,3510925235.07,1.003422,246.78,164.52,207.63,205.65,0.0,207.6332993107504
160,2020-08-31,300750.XSHE,210.38,207.06,205.71,211.48,13468392.0,2797718777.33,1.003422,250.82,167.21,207.72,209.01,0.0,207.7247809040604
161,2020-09-01,300750.XSHE,207.21,214.98,205.71,215.74,19648950.0,4175644975.0,1.003422,248.47,165.64,212.51,207.06,0.0,212.5123721623802
162,2020-09-02,300750.XSHE,214.09,212.03,208.71,214.86,14558791.0,3084140607.86,1.003422,257.98,171.99,211.84,214.98,0.0,211.84043426820264
163,2020-09-03,300750.XSHE,210.72,210.62,206.59,211.72,12410421.0,2600401902.48,1.003422,254.44,169.63,209.53,212.03,0.0,209.5337380158175
164,2020-09-04,300750.XSHE,202.91,204.96,201.27,206.36,14723280.0,2993649066.28,1.003422,252.74,168.49,203.33,210.62,0.0,203.32759183279813
165,2020-09-07,300750.XSHE,203.59,187.04,180.62,205.55,44636951.0,8540774209.68,1.003422,245.95,163.97,191.34,204.96,0.0,191.33865594180034
166,2020-09-08,300750.XSHE,185.63,187.54,180.12,188.64,21997995.0,4063178479.39,1.003422,224.45,149.63,184.71,187.04,0.0,184.70676438420864
167,2020-09-09,300750.XSHE,179.61,184.95,178.6,188.14,18869796.0,3444737254.9,1.003422,225.05,150.03,182.55,187.54,0.0,182.55296744596498
168,2020-09-10,300750.XSHE,185.63,185.59,185.13,190.15,14775858.0,2775741169.21,1.003422,221.94,147.96,187.86,184.95,0.0,187.85651359196873
169,2020-09-11,300750.XSHE,186.64,187.94,183.98,189.95,11724878.0,2188559588.65,1.003422,222.71,148.48,186.66,185.59,0.0,186.65947642696156
170,2020-09-14,300750.XSHE,191.15,193.44,190.65,195.65,14240905.0,2755344741.23,1.003422,225.53,150.35,193.48,187.94,0.0,193.481014109005
171,2020-09-15,300750.XSHE,196.17,195.37,193.48,197.67,11663752.0,2283119874.78,1.003422,232.13,154.75,195.74,193.44,0.0,195.74489193357337
172,2020-09-16,300750.XSHE,197.46,192.92,191.15,197.57,11797493.0,2289962853.4,1.003422,234.44,156.29,194.11,195.37,0.0,194.10588786956689
173,2020-09-17,300750.XSHE,192.9,199.08,191.65,202.64,18068939.0,3567477518.32,1.003422,231.5,154.34,197.44,192.92,0.0,197.43702263425652
174,2020-09-18,300750.XSHE,199.59,198.71,195.9,200.68,10512716.0,2089777817.1,1.003422,238.89,159.26,198.79,199.08,0.0,198.7857197987656
175,2020-09-21,300750.XSHE,202.59,198.61,197.53,208.71,16013521.0,3253235561.82,1.003422,238.45,158.96,203.16,198.71,0.0,203.15554348228602
176,2020-09-22,300750.XSHE,200.68,201.19,198.61,204.9,12297297.0,2486477010.97,1.003422,238.33,158.88,202.2,198.61,0.0,202.1970365495767
177,2020-09-23,300750.XSHE,200.28,197.67,191.75,200.5,15665821.0,3068479262.24,1.003422,241.42,160.95,195.87,201.19,0.0,195.87095130475447
178,2020-09-24,300750.XSHE,194.31,191.47,190.76,196.47,10631647.0,2053506543.55,1.003422,237.21,158.14,193.15,197.67,0.0,193.1503692278346
179,2020-09-25,300750.XSHE,194.26,192.16,191.24,195.37,6778014.0,1308079227.28,1.003422,229.76,153.18,192.99,191.47,0.0,192.98856970198054
180,2020-09-28,300750.XSHE,194.11,193.57,192.47,197.62,8205117.0,1600223953.99,1.003422,230.59,153.72,195.03,192.16,0.0,195.02756072704386
181,2020-09-29,300750.XSHE,196.16,205.69,196.1,206.96,20174514.0,4072131575.31,1.003422,232.28,154.86,201.85,193.57,0.0,201.84533690923112
182,2020-09-30,300750.XSHE,206.0,209.92,204.5,211.73,15936303.0,3336273480.53,1.003422,246.83,164.55,209.35,205.69,0.0,209.35053007777276
183,2020-10-09,300750.XSHE,220.74,225.64,220.52,229.66,23877532.0,5376329911.32,1.003422,251.9,167.93,225.16,209.92,0.0,225.16271410797395
184,2020-10-12,300750.XSHE,228.78,235.58,228.08,235.8,18873636.0,4398493906.52,1.003422,270.76,180.52,233.05,225.64,0.0,233.04963105784176
185,2020-10-13,300750.XSHE,235.68,236.48,229.78,239.4,10710016.0,2516817784.32,1.003422,282.7,188.46,235.0,235.58,0.0,234.9966409312554
186,2020-10-14,300750.XSHE,237.81,238.11,235.6,244.83,13723222.0,3291861335.66,1.003422,283.77,189.19,239.88,236.48,0.0,239.8752520115174
187,2020-10-15,300750.XSHE,241.94,239.42,237.81,244.94,9919581.0,2390083998.42,1.003422,285.73,190.49,240.95,238.11,0.0,240.94606399403364
188,2020-10-16,300750.XSHE,240.32,228.88,225.08,240.82,20234818.0,4680601973.53,1.003422,287.3,191.53,231.31,239.42,0.0,231.31426106871828
189,2020-10-19,300750.XSHE,232.12,230.2,228.78,236.91,12958156.0,3013473695.51,1.003422,274.66,183.1,232.55,228.88,0.0,232.5542072120447
190,2020-10-20,300750.XSHE,231.42,242.43,229.72,242.43,13550265.0,3215157955.21,1.003422,276.23,184.16,237.28,230.2,0.0,237.2763894440441
191,2020-10-21,300750.XSHE,240.88,233.13,228.46,241.45,16112787.0,3765707374.23,1.003422,290.91,193.94,233.71,242.43,0.0,233.70925056168122
192,2020-10-22,300750.XSHE,230.99,232.67,227.78,234.6,9024276.0,2083319770.78,1.003422,279.75,186.5,230.86,233.13,0.0,230.85727550664453
193,2020-10-23,300750.XSHE,233.31,225.77,225.22,239.58,11554272.0,2675565182.5,1.003422,279.21,186.13,231.56,232.67,0.0,231.56501616891137
194,2020-10-26,300750.XSHE,226.74,233.95,220.08,234.43,10765932.0,2483444489.13,1.003422,270.92,180.62,230.68,225.77,0.0,230.6762191262215
195,2020-10-27,300750.XSHE,235.8,238.02,232.79,239.52,9070500.0,2142729170.59,1.003422,280.74,187.16,236.23,233.95,0.0,236.2305463414365
196,2020-10-28,300750.XSHE,228.43,241.08,227.44,246.31,22339381.0,5333295829.78,1.003422,285.62,190.42,238.74,238.02,0.0,238.73964232849602
197,2020-10-29,300750.XSHE,237.83,240.82,233.11,244.86,17375770.0,4141992876.83,1.003422,289.3,192.87,238.38,241.08,0.0,238.37751517371603
198,2020-10-30,300750.XSHE,241.84,248.02,239.12,257.48,22880450.0,5697363353.32,1.003422,288.99,192.66,249.01,240.82,0.0,249.00573866860134
199,2020-11-02,300750.XSHE,247.85,261.03,245.35,266.41,18881518.0,4851443507.78,1.003422,297.61,198.42,256.94,248.02,0.0,256.9413914590977
200,2020-11-03,300750.XSHE,260.89,256.9,248.03,260.89,18393722.0,4678655503.43,1.003422,313.24,208.82,254.36,261.03,0.0,254.36154267363617
201,2020-11-04,300750.XSHE,255.87,256.42,250.86,260.89,11023948.0,2823450164.92,1.003422,308.27,205.52,256.12,256.9,0.0,256.11969186719676
202,2020-11-05,300750.XSHE,261.89,269.42,261.85,269.42,15742055.0,4183384889.78,1.003422,307.71,205.14,265.75,256.42,0.0,265.7457930225755
203,2020-11-06,300750.XSHE,272.31,264.4,260.89,276.17,15604985.0,4181642685.96,1.003422,323.3,215.54,267.97,269.42,0.0,267.9683886886146
204,2020-11-09,300750.XSHE,268.92,267.34,261.99,273.83,13183456.0,3519918484.63,1.003422,317.28,211.52,267.0,264.4,0.0,266.99512515003653
205,2020-11-10,300750.XSHE,266.23,266.83,256.42,272.81,14368375.0,3798315741.0,1.003422,320.81,213.87,264.35,267.34,0.0,264.35249226165104
206,2020-11-11,300750.XSHE,265.01,251.7,251.7,268.4,15704657.0,4067832842.2,1.003422,320.19,213.47,259.02,266.83,0.0,259.0208014221514
207,2020-11-12,300750.XSHE,260.89,255.12,253.44,260.89,9683726.0,2484194228.51,1.003422,302.04,201.36,256.53,251.7,0.0,256.5328912146007
208,2020-11-13,300750.XSHE,259.0,254.08,253.87,261.66,11338876.0,2916695926.72,1.003422,306.14,204.1,257.23,255.12,0.0,257.22972248042925
209,2020-11-16,300750.XSHE,254.76,255.77,248.28,258.58,12270077.0,3117461904.91,1.003422,304.89,203.26,254.07,254.08,0.0,254.07028048071743
210,2020-11-17,300750.XSHE,258.18,251.54,247.34,260.89,13628217.0,3446644846.06,1.003422,306.93,204.62,252.91,255.77,0.0,252.90504591026104
211,2020-11-18,300750.XSHE,250.98,241.32,237.63,252.92,19217559.0,4666571941.18,1.003422,301.85,201.23,242.83,251.54,0.0,242.82854764124832
212,2020-11-19,300750.XSHE,241.83,242.93,237.92,244.38,9724732.0,2347767353.96,1.003422,289.59,193.06,241.42,241.32,0.0,241.4223192947631
213,2020-11-20,300750.XSHE,245.33,252.94,245.32,254.47,12261503.0,3074188105.81,1.003422,291.51,194.34,250.72,242.93,0.0,250.7187011094806
214,2020-11-23,300750.XSHE,252.94,253.87,250.96,260.59,12050058.0,3074248590.11,1.003422,303.54,202.35,255.12,252.94,0.0,255.12313634589975
215,2020-11-24,300750.XSHE,258.88,255.57,250.87,259.99,9758572.0,2493964413.57,1.003422,304.64,203.09,255.57,253.87,0.0,255.56653305114725
216,2020-11-25,300750.XSHE,257.48,247.06,245.24,257.76,11669959.0,2919290534.92,1.003422,306.69,204.46,250.15,255.57,0.0,250.1543094470169
217,2020-11-26,300750.XSHE,247.44,246.18,240.02,247.44,8600056.0,2093179753.54,1.003422,296.47,197.65,243.39,247.06,0.0,243.39140972337853
218,2020-11-27,300750.XSHE,246.26,242.83,238.81,249.62,8404461.0,2042276835.53,1.003422,295.42,196.94,243.0,246.18,0.0,242.99914480298023
219,2020-11-30,300750.XSHE,244.83,243.63,234.82,244.83,12623040.0,3027343940.04,1.003422,291.39,194.26,239.83,242.83,0.0,239.82685153813978
220,2020-12-01,300750.XSHE,239.62,247.01,238.81,247.49,9459600.0,2313881357.96,1.003422,292.36,194.9,244.61,243.63,0.0,244.606680827942
221,2020-01-02,601919.XSHG,5.52,5.59,5.49,5.68,51792849.0,289886675.64,1.043,6.05,4.94,5.6,5.5,0.0,5.597040542025406
222,2020-01-03,601919.XSHG,5.59,5.49,5.45,5.62,37168490.0,205496305.09,1.043,6.15,5.03,5.53,5.59,0.0,5.528777335049123
223,2020-01-06,601919.XSHG,5.47,5.35,5.31,5.47,52908059.0,284906689.61,1.043,6.04,4.93,5.39,5.49,0.0,5.384939364530458
224,2020-01-07,601919.XSHG,5.35,5.36,5.3,5.4,44975037.0,239953437.69,1.043,5.88,4.82,5.33,5.35,0.0,5.335258260932615
225,2020-01-08,601919.XSHG,5.31,5.18,5.18,5.31,43876190.0,229154821.09,1.043,5.89,4.83,5.22,5.36,0.0,5.222760250833083
226,2020-01-09,601919.XSHG,5.26,5.25,5.18,5.27,28293184.0,148044934.21,1.043,5.71,4.66,5.23,5.18,0.0,5.232530004753088
227,2020-01-10,601919.XSHG,5.27,5.25,5.19,5.28,22939634.0,120112063.79,1.043,5.77,4.72,5.24,5.25,0.0,5.236006110210826
228,2020-01-13,601919.XSHG,5.23,5.29,5.19,5.29,25521895.0,133919915.97,1.043,5.77,4.72,5.25,5.25,0.0,5.247255972567868
229,2020-01-14,601919.XSHG,5.3,5.3,5.28,5.33,20879826.0,110627989.92,1.043,5.82,4.76,5.3,5.29,0.0,5.298319531973111
230,2020-01-15,601919.XSHG,5.3,5.18,5.16,5.3,27841102.0,144907232.68,1.043,5.83,4.77,5.2,5.3,0.0,5.2047951507091925
231,2020-01-16,601919.XSHG,5.23,5.2,5.16,5.25,24870694.0,129279661.48,1.043,5.71,4.66,5.2,5.18,0.0,5.198072135823794
